judul,perusahaan,deskripsi,label
sales staff,pt torica indonesia,input kalkulasi data forecast terima customer terima po customer input sistem issue quotation customer input po sistem kirim supplier giat sales eigyou support administrasi purchase sales,asli
administration assistant trainee,pt ciliandra perkasa,gambar umum kerja administration assistant trainee aat program rancang siap calon asisten administrasi antusias bakat gabung usaha peran penting dukung administrasi kebun jadi baik kualifikasi  didik s1 d4 d3 jurus ekonomi tani agribisnis ekonomi akuntansi manajemen disiplin ilmu kait kuasa program microsoft office word excel power point baik teliti cekat milik jiwa leadership komunikasi baik milik mampu kerja tim adaptasi lingkung kerja baik sedia ikut training lama 6 bulan sedia tempat sesuai lokasi operasional usaha sumatera kalimantan,asli
beauty advisor medan,pt cantik alami indonesia,tanggungjawab kerja layan langgan beri konsultasi rekomendasi produk jelas kait manfaat guna cara pakai produk pasti jaga area toko selalu rapih bersih laku stock opname hari bulan beri layan basic facial treatment customer bantu store leader kelola inventaris produk syarat tampil profesional didik minimal smu derajat alam jaga toko skincare  jual beauty products sedia ikut jam kerja shifting siap lembur ramah jujur tanggung jawab paham knowledge basic skincare bisa target jual sedia kerja hari weekend tanggal merah gabung cepat tempat mall centre point medan,asli
purchasing officer,pt ancara logistics indonesia tbk,responsibilities  send price request for goods services to vendors and compare prices in accordance to company standard create purchase orders based on the approved bid tabulation results and ensure the selected vendors receive and process the purchase order documents ensure the goods services purchased in accordance with the purchase order documents make request for funds to the finance department for vendors who use cash payment schemes responsible for administrative activities and document storage in the purchasing section requirements  min bachelors degree in any major fresh graduate or have min 1-3 years experience in the same field excellent in ms office understand statistics have strong negotiation skills with supplier location based in samarinda,asli
hr payroll staff,pt catur elang perkasa,didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan,asli
finance accounting general affairs,pt tilyanpristka,job description - daily financial report - weekly monthly recapitulation of financial report - filling all documents related to finance accounting ga - routine inventory of company assets equipment - carry out all general affairs related to office employee needs requirements - candidate must possess at least bachelor in accounting - good in filing administrative communication well organized - familiar with accounting software,asli
hrga executive,pt cahaya pundimas indonusa,requirement didik min s1 management psikologi gpa min 3 0 paham ikut kembang atur undang kait hrga paham iso 9001 2015 jujur logis kreatif inisiatif tinggi kerja mandiri instruksi minimal komunikasi baik jelas segala jelas sedia kerja hari sabtu tempat kerja bandeng jakarta pusat bahasa mandarin jadi nilai tambah job desc kerja kerja kait hrga laku proses rekrutment  screening interview psikotest hiring bawah janitor resepsionis selesai masalah jadi antar karyawan departemen hubung pihak tiga komunikasi bekerjasama tiap departemen bila perlu rekap absensi cuti beli lapor atk rt bpjs sehat bpjs ketenagakerjaan payroll rekap gaji hitung lembur bonus tangan kait asuransi kendara gedung kantor maintain atur jadwal service mesin fotocopy ac butuh gedung cari vendor baru kala komunikasi vendor ada join asap,asli
accounting staff,pt plaza auto prima,laku periksa jurnal posting bk kelola faktur pajak laku proses batal maupun revisi faktur pajak buat jurnal memo sistem ax laku lapor pph 22 pph23 pph 4 ayat 2 pph 25 buat lapor ppn laku kece refund leasing perushaan laku buat bk kualifikasi kerja usia maksimal 27 tahun didik minimal s1 akuntansi ipk minimal 3 00 wajib kuasa ms office utama ms excel teliti cekat energik mampu kerja team individu kuasa neraca lapor laba rugi jurnal tempat jakarta selatan,asli
warehouse head,p t banteng pratama rubber,awas seluruh giat operasional gudang mulai terima simpan hingga keluar barang pasti patuh sop laku koordinasi antar tim departemen perlu lancar proses pantau timeline trucking ecek timeline kirim terima barang pantau jadwal trucking tanggung jawab validasi input data sistem wh jaga akurat data inventaris pasti semua transaksi catat benar pasti seluruh giat jalan sesuai standar operasional prosedur sop laku laku evaluasi rutin tingkat efisiensi operasional susun lapor operasional kala cakup status stok progres kirim kendala hadap lapor sampai manajemen bahan evaluasi ambil putus kualifikasi didik d3 s1 bidang logistik supply chain jurus jenis alam 3 tahun kepala gudang utama alam guna wms sistem manajemen inventaris lain alam pimpin tim operasional gudang mampu komunikasi efektif baik internal maupun eksternal teliti periksa dokumen data disiplin jalan prosedur operasional tetap,asli
staff purchasing,pt asia pramulia surabaya,proses poi lampir poi minta tawar supplier kirim tawar user cek laku ecek harga beli akhir negosiasi harga minta acc tawar user kabag managemen buat po laku bayar beli terms t t in advance buat faktur uang muka koordinasi bagi finance jadwal bayar laku buka lc beli terms lc buat form aplikasi lc surat kuasa blokir kirim bukti bayar supplier memfollow up progress buat jadwal kirim barang atur kirim by sea  by air laku ecek dokumen invoice packing list bl form e insurance coa draft manifest dll laku ecek bayar pib buat faktur pib  laku clearance  keluar barang bea cukai isi form rencana datang barang spesifikasi didik minimal s1 semua jurus alam bidang purchasing procurement minimal 2 tahun industri manufaktur milik mampu bahasa asing pasif english mandarin milik mampu negosiasi analisa baik,asli
relatioship manager bank bumn,pt prima karya sarana sejahtera,didik minimal s1 semua jurus fresh graduate milik alam bidang marketing perban minimal 2 tahun lebih utama milik mampu komunikasi baik baik verbal tulis maupun nonverbal milik terampil analitis mampu negosiasi kuat milik tahu layan langgan crm customer relationship management utama milik sertifikasi analis kredit manajemen risik,asli
admin after sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
corporate secretary staff,pt tokio marine life insurance indonesia,responsibilities prepare bod boc and shareholders meeting minutes of meeting and or resolutions change of articles of association composition of board members and all necessary notarial and regulatory reporting documentations keep tracks on committee under bod boc and its compliance to internal and external rules arrange ojk fit and proper test to nominated board members ensure company governance complies with gcg policy and prevailing regulations assisting in preparing all regulatory reports and or regional reports in relation to gcg maintain companys licenses improve and maintain stakeholder relationship with association prepare and review agreement and legal opinion to users as necessary participate in any companys projects including corporate actions that require corporate secretary assistance requirement bachelor degree in law preferable master degree of law or notarial minimum have 2 years of experience in similar position or 1 year in notary office good interpersonal skills and team work good communication skills in indonesian and english verbal and written computer literate microsoft office,asli
operator produksi mesin extractor,pt bangja investama corporindo,urai kerja mampu paham proses kerja mesin extractor siap jalan ting mesin extractor memastkan prosedur jalan benar kontrol jalan mesin extractor rawat jaga bersih mesin operasi buat lapor giat operasional hari produksi minimal pasti produksi reject kelola  tangan baik kualifikasi didik minimal s1 jurus mesin elektro milik alam minimal 2 tahun operator mesin extractor milik daya tangkap daya analisa yg baik kreatif mampu kerja bawah tekan disiplin jujur tegas bertanggungjawab sedia tempat pasuruan,asli
production logistic operator,pt glovis indonesia international,tanggung jawab - laku packing barang - antar barang gudang line produksi - pasti kualitas barang kirim line produksi - laku validasi part sesuai list - susun laku tata sesuai prosedur simpan sesuai standar laku gudang - mampu investigasi barang hilang kurang rusak - perhati 5s area - jalan safety baik - laku kaizen syarat - minimum didik sma derajat - komunikasi baik - jujur teliti disiplin orientasi target - kerja bawah tekan - sedia kerja shifting kerja daerah cikarang,asli
staff purchasing,pt asia pramulia surabaya,proses poi lampir poi minta tawar supplier kirim tawar user cek laku ecek harga beli akhir negosiasi harga minta acc tawar user kabag managemen buat po laku bayar beli terms t t in advance buat faktur uang muka koordinasi bagi finance jadwal bayar laku buka lc beli terms lc buat form aplikasi lc surat kuasa blokir kirim bukti bayar supplier memfollow up progress buat jadwal kirim barang atur kirim by sea  by air laku ecek dokumen invoice packing list bl form e insurance coa draft manifest dll laku ecek bayar pib buat faktur pib  laku clearance  keluar barang bea cukai isi form rencana datang barang spesifikasi didik minimal s1 semua jurus alam bidang purchasing procurement minimal 2 tahun industri manufaktur milik mampu bahasa asing pasif english mandarin milik mampu negosiasi analisa baik,asli
customer service and office administration staff,pt ortopedia inovasi dinamika,about the role we are seeking a dedicated organized and enthusiastic individual to manage our customer service office administration and social media activities the ideal candidate needs to be fluent or strong in communication highly organized and able to work independently while contributing to a collaborative team environment if youre passionate about providing excellent service keeping an office running smoothly and engaging with customers through social media wed love to hear from you as a customer service and office administration staff you will be responsible for a variety of key tasks that keep our company running smoothly and efficiently you will serve as the first point of contact for our patients and customers manage day-to-day office operations and engage with customer through social media this is a dynamic role that requires a proactive individual who is both organized and creative this is a great opportunity for someone with excellent communication and organizational skills a creative mindset and the ability to manage multiple responsibilities what youll be doing provide exceptional service to customers via phone email social media and in-person inquiries monitor social media activity responding to customer comments and inquiries in a timely manner manage schedules and patients appointments ensuring smooth clinic and office operations handle patients administration and payments ensure customers have a positive experience and leave satisfied with our services coordinate and maintain office files and supplies what were looking for university degree proven experience in customer service office administration or a similar role excellent communication skills both written and verbal good negotiation and interpersonal relation skills proficiency in microsoft office suite word excel powerpoint strong multitasking and organizational skills strong attention to detail and accuracy proficiency in social media platforms ability to stay calm and composed under pressure while managing multiple tasks working day is from tuesday to saturday about us orthopaedia indonesia is a leading provider of innovative orthopaedic solutions in indonesia with a focus on quality sustainability and customer satisfaction we are dedicated to improving the lives of our clients through advanced technologies and exceptional service if you are passionate about customer service and eager to contribute to the success of our dynamic organization we encourage you to apply now,asli
legal corporate secretary supervisor,pt blue bird tbk,job desc  - drafting and reviewing all types of agreements whether standardized or non-standardized to support the companys routine operational activities including preparing memorandums powers of attorney and other legal instruments required for contract execution - preparing board of directors board of commissioners meeting resolutions extraordinary annual general meeting of shareholders gms documents circular resolutions of shareholders amendments to the articles of association changes in directors or board of commissioners members and other necessary documents - maintaining good communication with the companys stakeholders regarding the drafting of deeds and agreements required by the company - conducting legal research and preparing legal memorandums which may include summaries legal due diligence or other analyses based on the companys needs - organizing and maintaining the filing of documents within the legal corporate secretary department - performing other tasks as required by the company requirements  - bachelors degree in law - minimum 1-3 years of work experience in a relevant field related to the required job responsibilities - experience in contract drafting legal drafting and litigation if necessary - strong communication and negotiation skills - detail-oriented and meticulous,asli
inventory control staff,pt rayee international trading,gambar umum kerja sedang cari inventory control staff dedikasi gabung tim pt rayee international trading bas tangerang banten peran ini tanggung jawab pantau kelola sedia barang efektif pasti sedia produk sesuai minta posisi rupa bagi penting operasi ada industri online shop logistik khusus bidang inventaris  tanggung jawab utama laku stock opname kala pasti akurasi data sedia analis data sedia buat lapor bantu rencana ada periksa 20 sku produk hari fokus barang modal tinggi mudah rusak kirim laku hitung stok bulan buat lapor beda stok menganalisa sebab identifikasi selesai masalah kait sedia proaktif pasti simpan pindah barang sesuai prosedur tetap baru database inventaris akurat tepat waktu sesuai distribusi stok dasar data jual ecek hari stok rak tanggung jawab rapuh stok sebut terampil kualifikasi alam butuh minimal milik diploma sarjana bidang manajemen operasi logistik bidang kait milik alam minimal 2 tahun peran kontrol inventaris bidang kait paham prinsip manajemen sedia teknik simpan barang kuasa guna sistem perangkat lunak manajemen inventaris mampu analitis baik identifikasi tren pola sedia teliti orientasi detail milik mampu pecah masalah mahir guna wms odoo zoho inventory microsoft office khusus excel pivot table lookup,asli
staff purchasing,pt asia pramulia surabaya,proses poi lampir poi minta tawar supplier kirim tawar user cek laku ecek harga beli akhir negosiasi harga minta acc tawar user kabag managemen buat po laku bayar beli terms t t in advance buat faktur uang muka koordinasi bagi finance jadwal bayar laku buka lc beli terms lc buat form aplikasi lc surat kuasa blokir kirim bukti bayar supplier memfollow up progress buat jadwal kirim barang atur kirim by sea  by air laku ecek dokumen invoice packing list bl form e insurance coa draft manifest dll laku ecek bayar pib buat faktur pib  laku clearance  keluar barang bea cukai isi form rencana datang barang spesifikasi didik minimal s1 semua jurus alam bidang purchasing procurement minimal 2 tahun industri manufaktur milik mampu bahasa asing pasif english mandarin milik mampu negosiasi analisa baik,asli
junior staff data analyst,pt niterra mobility indonesia,job qualification minimal diploma degree from any major minimal 1 years of experience as data analyst demonstrate advance ms office capability especially ms excel power point good analytical capability high attention to detail and concern on data accuracy self starter good interpersonal and communication skill job description manage customers claim complaint database collect customer survey data and do analysis perform analysis on current sales and project and provide initiation and idea to management input sales database and sales project actualization support offline activities if needed,asli
modern trade marketing administration,breylee lanbena,job description assist in the execution of trade marketing campaigns and promotional activities for modern trade channels maintain and update trade marketing databases reports and documentation coordinate with internal teams sales marketing finance supply chain to ensure smooth execution of trade programs collect and compile sales performance data from modern trade accounts prepare and analyze reports on promotions sales trends and competitor activities monitor and track the effectiveness of trade marketing initiatives ensure the availability and distribution of posm banners shelf talkers wobblers etc to modern trade stores maintain stock records for promotional materials and ensure timely replenishment coordinate with vendors or suppliers for posm production and delivery assist in tracking promotional budgets and expenses ensure all promotional claims and invoices are processed accurately and on time support in documentation and administrative tasks related to trade promotions act as a liaison between trade marketing sales and modern trade partners support in scheduling and coordinating meetings presentations and trade marketing events ensure alignment of trade marketing activities with sales and marketing strategies willingness to travel occasionally for store visits or trade events if required job requirements diploma or bachelors degree in business administration marketing or a related field 1-2 years of experience in administrative roles preferably in trade marketing modern trade or retail industry experience in fmcg skincare or beauty industries is a plus ability to manage multiple administrative tasks efficiently proficient in microsoft excel powerpoint and data analysis tools strong interpersonal skills for liaising with internal and external stakeholders ability to handle administrative challenges and find solutions proactively ability to work under deadlines and prioritize tasks effectively proficiency in mandarin is a plus,asli
warehouse head,p t banteng pratama rubber,awas seluruh giat operasional gudang mulai terima simpan hingga keluar barang pasti patuh sop laku koordinasi antar tim departemen perlu lancar proses pantau timeline trucking ecek timeline kirim terima barang pantau jadwal trucking tanggung jawab validasi input data sistem wh jaga akurat data inventaris pasti semua transaksi catat benar pasti seluruh giat jalan sesuai standar operasional prosedur sop laku laku evaluasi rutin tingkat efisiensi operasional susun lapor operasional kala cakup status stok progres kirim kendala hadap lapor sampai manajemen bahan evaluasi ambil putus kualifikasi didik d3 s1 bidang logistik supply chain jurus jenis alam 3 tahun kepala gudang utama alam guna wms sistem manajemen inventaris lain alam pimpin tim operasional gudang mampu komunikasi efektif baik internal maupun eksternal teliti periksa dokumen data disiplin jalan prosedur operasional tetap,asli
hrga executive,pt cahaya pundimas indonusa,requirement didik min s1 management psikologi gpa min 3 0 paham ikut kembang atur undang kait hrga paham iso 9001 2015 jujur logis kreatif inisiatif tinggi kerja mandiri instruksi minimal komunikasi baik jelas segala jelas sedia kerja hari sabtu tempat kerja bandeng jakarta pusat bahasa mandarin jadi nilai tambah job desc kerja kerja kait hrga laku proses rekrutment  screening interview psikotest hiring bawah janitor resepsionis selesai masalah jadi antar karyawan departemen hubung pihak tiga komunikasi bekerjasama tiap departemen bila perlu rekap absensi cuti beli lapor atk rt bpjs sehat bpjs ketenagakerjaan payroll rekap gaji hitung lembur bonus tangan kait asuransi kendara gedung kantor maintain atur jadwal service mesin fotocopy ac butuh gedung cari vendor baru kala komunikasi vendor ada join asap,asli
corporate ga security senior supervisor,pt bridgestone tire indonesia,key responsibilities general affair security policy developed implement update and manage all general affair and security policy to ensure both activities in each location are aligned with the procedure general affair contracts manage all ga contracts with third party including the strategy renewal and collaboration with related departments seek possibility to improve services and cost of contract services in ga corporate ga manage and optimize ga budget utilization in all locations through collaboration with hrga managers and implementation of cost efficiency strategy manage kpi achievement in each location and provide necessary support manage all corporate-wide ga activities and collaborate with each location for the implementation e g uniform procurement transportation etc observe ga activity and propose improvement on ga operational to achieve high efficiency process and services excellence organize all corporate-wide event such as sports tournament halal bi halal etc ensure company permitting and licenses is update and recorded corporate security conduct regular security assessment in both plan and surrounding area to identify potential risk and vulnerability develop and maintain relationship with local law enforcement and other related stakeholder such as community and other security professional lead investigation of security incident including work with law enforcement institution when necessary collaborate with other function within bsin to ensure all security measures are integrated into all aspect in operation stay up-to-date with industry trends and best practices in security management ensuring customer and stakeholder satisfaction and engagement providing briefings and reports to security staff and management maintaining operational excellence and service delivery developing strategies to prevent mitigate and respond to threats and risks e g bomb threat demonstrate theft etc managing security risk assessments and supervising incident investigations leading and monitoring the security teams performance coordinating with law enforcement government agencies vendors and other stakeholders participating in special projects related to security business continuity planning assess all ga security related risks and potential threats to the company and create business continuity planning bcp system implement bcp strategy when there are threats to the company such as natural disasters etc develop capability of ga team member to lift up skill and knowledge for sustainability of the operation,asli
admin after sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
operator produksi mesin extractor,pt bangja investama corporindo,urai kerja mampu paham proses kerja mesin extractor siap jalan ting mesin extractor memastkan prosedur jalan benar kontrol jalan mesin extractor rawat jaga bersih mesin operasi buat lapor giat operasional hari produksi minimal pasti produksi reject kelola  tangan baik kualifikasi didik minimal s1 jurus mesin elektro milik alam minimal 2 tahun operator mesin extractor milik daya tangkap daya analisa yg baik kreatif mampu kerja bawah tekan disiplin jujur tegas bertanggungjawab sedia tempat pasuruan,asli
purchasing admin,iklan anonim,purchasing admin tanggung jawab utama kelola beli supplier hubung jalin kerja sama supplier pasti sedia bahan baku pantau harga promo diskon supplier informasi tim kait laku negosiasi harga pasti beli sesuai standar kualitas usaha proses purchase order po pasti barang terima sesuai pesan jumlah kualitas harga manajemen stok inventaris pantau baru data stok bahan baku kerja sama tim gudang pasti simpan barang kondisi baik susun lapor ada barang kala perlu internal administrasi dokumentasi kelola transaksi beli cocok faktur pasti akurat invoice supplier koordinasi tim uang pasti bayar supplier tepat waktu simpan kelola database supplier dokumentasi beli organisir kualifikasi didik minimal d3 s1 bidang administrasi manajemen jenis alam minimal 1-2 tahun bidang purchasing mahir guna microsoft excel google sheet sistem inventaris teliti milik terampil negosiasi mampu kerja detail sistematis komunikatif mampu koordinasi bagai pihak supplier tim sales uang,asli
corporate ga security senior supervisor,pt bridgestone tire indonesia,key responsibilities general affair security policy developed implement update and manage all general affair and security policy to ensure both activities in each location are aligned with the procedure general affair contracts manage all ga contracts with third party including the strategy renewal and collaboration with related departments seek possibility to improve services and cost of contract services in ga corporate ga manage and optimize ga budget utilization in all locations through collaboration with hrga managers and implementation of cost efficiency strategy manage kpi achievement in each location and provide necessary support manage all corporate-wide ga activities and collaborate with each location for the implementation e g uniform procurement transportation etc observe ga activity and propose improvement on ga operational to achieve high efficiency process and services excellence organize all corporate-wide event such as sports tournament halal bi halal etc ensure company permitting and licenses is update and recorded corporate security conduct regular security assessment in both plan and surrounding area to identify potential risk and vulnerability develop and maintain relationship with local law enforcement and other related stakeholder such as community and other security professional lead investigation of security incident including work with law enforcement institution when necessary collaborate with other function within bsin to ensure all security measures are integrated into all aspect in operation stay up-to-date with industry trends and best practices in security management ensuring customer and stakeholder satisfaction and engagement providing briefings and reports to security staff and management maintaining operational excellence and service delivery developing strategies to prevent mitigate and respond to threats and risks e g bomb threat demonstrate theft etc managing security risk assessments and supervising incident investigations leading and monitoring the security teams performance coordinating with law enforcement government agencies vendors and other stakeholders participating in special projects related to security business continuity planning assess all ga security related risks and potential threats to the company and create business continuity planning bcp system implement bcp strategy when there are threats to the company such as natural disasters etc develop capability of ga team member to lift up skill and knowledge for sustainability of the operation,asli
admin after sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must,asli
production staff - retort,pt aneka tuna indonesia,pt aneka tuna indonesia is one of the most prominent tuna processing company in indonesia providing the best tuna quality for decades location in gempol pasuruan east java now seeking potential candidates to fill position as production staff - retort general qualification  bachelor degree of electrical engineering mechanical engineering industrial engineering or related major minimum 2 year in production especially in retort autoclave pressure vessel area at manufacturing company willing to be placed in gempol plant pasuruan behavioral competence  team work cooperation problem solver planning organizing strategic orientation achievement oriented analytical conceptual thinking skill competence  have knowledge of retort autoclave pressure vessel process have knowledge of high temperature sterilization process have knowledge of food canning process good leadership skills good interpersonal skills proficient in ms office good in english competency oral and written job description checking and verifying the retort area monitoring the sterilization process supervise the performance of the team,asli
corporate secretary staff,pt tokio marine life insurance indonesia,responsibilities prepare bod boc and shareholders meeting minutes of meeting and or resolutions change of articles of association composition of board members and all necessary notarial and regulatory reporting documentations keep tracks on committee under bod boc and its compliance to internal and external rules arrange ojk fit and proper test to nominated board members ensure company governance complies with gcg policy and prevailing regulations assisting in preparing all regulatory reports and or regional reports in relation to gcg maintain companys licenses improve and maintain stakeholder relationship with association prepare and review agreement and legal opinion to users as necessary participate in any companys projects including corporate actions that require corporate secretary assistance requirement bachelor degree in law preferable master degree of law or notarial minimum have 2 years of experience in similar position or 1 year in notary office good interpersonal skills and team work good communication skills in indonesian and english verbal and written computer literate microsoft office,asli
system development compliance staff pest control foreman warehouse sales executive assistant mill manager technical service social security and license supervisor,atas nama pt wilmar nabati indonesia,didik minimal s1 jurus ekonomi akutansi agroteknologi tani teknik industri teknik logistik d4 s1 teknik pangan usia maksimum 35 tahun silah klik link https bit ly wilmargroupkarir,palsu
foreman elektro foreman sipil project project safety officer safety officer fin acct officer analyst technical service it engineer full fat soya spv rice procurement production foreman maintenance foreman,atas nama pt wilmar nabati indonesia,didik minimal s1 buka semua jurus fresh graduate alam teliti fokus target selesai tugas silah klik link https bit ly wilmargroupkarir,palsu
lowong kerja karyawan cleo pure water,atas nama pt cleo pure water,butuh kan cepat karyawan cleo pure water pria wanita usia 18 - 40 tahun gaji bulan rp 3 500 000 - s d 8 000 000 ktp asli rajin jujur disiplin mampu kerja tim tempat daerah kota masing-masing serta kerja jam 08 00 - 16 00 daftar online lewat telegram posisi butuh bagi gudang produksi,palsu
laksana gudang rider kurir,atas nama jne express,usia maksimal 35 tahun mampu kerja tim dua kerja sistem shifting didik minimal sma smk derajat silah masuk taut https indotools1 com form daftarrsekarang,palsu
rekrutmen tenaga staff universitas pertamina tahun 2025 staf didik non-reguler staf laboran teknisi laboratorium komputer staf general affair urus umum staf lapor uang staf k3 staf programmer,atas nama univeristas pertamina,isi nama lengkap usia jenis kelamin nomor handphone hubung akun telegram link https lowongankerja ydizy win y4lp3wj deadline 31 mei 2025,palsu
lowong kerja pt pupuk indonesia persero pt pupuk kalimantan timur pt petrokimia gresik pt pupuk sriwidjaja palembang pt pupuk iskandar muda,atas nama pt pupuk indonesia,silah pilih sesuai tempat kerja ingin karier bumn berkonstribusi indonesia pupuk indonesia grup buka sempat emas lewat rekrutmen sama bumn 2025 klik link daftar https lowongankerjadotydizydotwin y4lp3wj isi - nama lengkap sesuai ktp - usia - jenis kelamin - nomor telepon aktif telegram,palsu
daftar guru sekolah rakyat 2025,atas nama kemensos kemendikdasmen,daftar silah guna akun telegram aktif proses cepat daftar lalu taut https rekrutmenpenggerakliterasidaerah ytiili com fbclidiwy2xjawkfohjlehrua2flbqixmqbicmlketflajhpskzlbgjkzddydkh5ar4iixhk8jcqg7wvlfmdfpgiwxixc-zrtcjqdobmwajse9f2kvolsf9h6-avqaemkkojbmfoavp6nakaxauy7g,palsu
lowong kerja baru 2025 pt imip indonesia,atas nama pt indonesia morowali industrial park imip,lowong kerja baru 2025 pt imip indonesia rp 6 000 000 rp 12 000 000 daftar buka umum pria wanita smk sma semua jurus umur 18-55 tahun foto ktp posisi pilih ijazah non ijazah alam non alam sedia training 9 jam kerja ganti shift,palsu
lowong kerja baru pt nissin foods indonesia,atas nama pt nissin foods indonesia,lowong kerja baru pt nissin foods indonesia posisi 1 operator produksi 2 admin accounting untung gaji pokok 5 10 juta tunjang bonus 1jt bpjs jenjang karir sangat baik kualifikasi didik min sma smk derajat pria wanita sehat jasmani rohani usia minimal 18 tahun lulus baru fresh graduate silah lamar mampu kerja tim maupun individu informasi lengkap silah cek link bio,palsu
lowong jaksa negeri tugas ptsp layan padu satu pintu,atas nama kejaksan ri,syarat daftar - pria wanita - usia 18-35 tahun - minimal lulus sma derajat - tampil tarik perilaku baik berkas lamar - surat lamar - cv cantum nomor hp aktif - fotokopi ktp ijazah dilegalisir - pas foto 3x4 banyak 2 lembar,palsu
rekrutmen tenaga swakelola tingkat asisten analis,atas nama bank indonesia,kualifikasi umum  usia maximum 28 didik minimal sarjana kreatif inovatif mampu kerja sama tim mampu kerja full time 07 45 17 00 wib gabung bawa ubah positif ekonomi indonesia link daftar https mshadotke daftarsekarangdotid,palsu
rekrutmen pegawai koperasi desa merah putih,atas nama kemenkop,kualifikasi - lokasi tempat pilih - laki perempuan - minimal lulus sma smk - usia minimal 20 tahun - siap bekerjasama tim - sehat jasmani rohani - gaji 5 juta-8 juta,palsu
daftar cpns 2025,atas nama tri pariwisata,syarat  laki - laki perempuan lulus smk smka d3 s1-s3 sesuai formasi jabat usia min 18 tahun maks 45 tahun sehat jasmani rohani laku baik tempat daerah masing-masing domisili,palsu
lowong kerja damping koperasi,atas nama kemenkop,lowong besar besar menteri koperasi tenaga damping koperasi modern tinggal transmigrasi kopdes merah putih umum buka rekrutmen tugas koperasi damping merah putih tahun 2025 program beri sempat masyarakat kontribusi bangun daya desa seluruh indonesia gaji 8 juta 10 juta bulan cara daftar klik link bawah https daftar pro koperasi,palsu
lowong kerja karyawan alfamart,atas nama alfamart,butuh karyawan alfamart gaji rp3 8jt bulan ijazah perlu kan usia minimal 18-40 tahun laki laki perempuan,palsu
lowong kerja catut pertamina marine solutions,atas nama pertamina group,tempat sesuai domisili daerah kalian syarat  1 pria - wanita 2 17 - 45 th 3 gaji bulan rp 5 juta - rp 40 juta 4 smp sma smk derajat posisi  1 pelihara transmisi gardu induk 2 pelihara distribusi 3 manajeman konstruksi 4 pelihara bangkit 5 pasar layan langgan 6 akuntansi 7 uang 8 pelihara distribusi 9 teknologi informasi 10 niaga fasilitas 1 lembur 2 seragam 3 kartap 4 makan 5 bpjs daftar sini gratis yah pungut biaya https infoloker2024 aplly-my com 4,palsu
lowong kerja program bibit bsi 2025,atas nama bsi,gaji rp 4 000 000 - rp 5 500 000 tunjang sehat hari raya syarat - lulus sma smk nilai minimal 70 - lulus d1-d3 s1 ipk minimal 2 50 - sehat jasmani rohani - pernah libat kasus criminal apa - tampil rapi mampu komunikasi sopan ramah - informasi daftar lihat www lokerblog com - meni sedia meni lama ikut program bibit bsi - sedia ikut program seluruh cabang bsi wilayah kota seleksi,palsu
loker pegawai perintah non pegawai negeri ppnpn,atas nama kantor imigrasi non tpi agam,kualifikasi laki perempuan usia minimal 19 tahun maksimal 45 tahun didik minimal sma smk s1 derajat,palsu
lowong kerja pt ajinomoto indonesia,atas nama pt ajinomoto,tlah buka loker pt ajinomoto cowok cewek gaji 5 2jt bulan uwang makan 50rb hari tdk batas usia penting sehat jam kerja mulai jam 8 pagi jam 4 sore ijazah tdk utama mess sedia biaya berangkat tanggung gratis minat silah komentar langsung daftar sekarang lalu link daftar bio,palsu
