judul,perusahaan,deskripsi,label
national camp - mda bank mandiri,digital academy bank mandiri sukolilo surabaya jawa timur,"my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera 100% diterima tanpa tes apapun! Untuk keterangan lebih lanjut, hubungi 08123456789. Gaji tinggi langsung cair setiap minggu.",palsu
national camp - mda bank mandiri business,digital academy bank mandiri palmerah jakarta barat dki jakarta,"my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. Untuk keterangan lebih lanjut, hubungi 08123456789. Klik link untuk pendaftaran https://daftarsekarang2025.yrole.my.id/9apgyzv7e/?",palsu
national camp - mda bank mandiri business,digital academy bank mandiri kuta selatan kab badung bal,"my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Informasi lengkap di bit.ly/kerja-cepat Hari ini daftar, besok mulai kerja.",palsu
frontend developer intern,bee accounting budur kab sidoarjo jawa timur,1 kembang fitur web interface baru guna 2 rancang buah kerangka buat produk sistem sesuai butuh usaha 3 kolaborasi back-end developers marketing communication kembang guna produk sistem pt bits miliartha developer software accounting kantor pusat surabaya 3 produk utama beeaccounting desktop beecloud cloud beepos kasir guna lebih 148rb guna seluruh indonesia beberapa mancanegara ujung barat aceh lampung samarinda makassar palu bal ruteng ujung timur manokwari merauke Bonus fantastis hingga Rp 20 juta tersedia! Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. 100% diterima tanpa tes apapun!,palsu
front-end developer,pt timedoor indonesia denpasar selatan denpasar bal,"timedoor is hiring we are looking for a creative and detail-oriented front-end developer to join our dynamic team if you have a passion for building stunning user interfaces and seamless user experiences you will be a perfect fit for our team pt timedoor indonesia is a leading technology company dedicated to pioneering innovative solutions for todays digital landscape with a focus on website and mobile application development we specialize in creating intuitive user-friendly applications that enhance productivity and streamline processes across various industries Dijamin penghasilan besar meski fresh graduate. Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Hari ini daftar, besok mulai kerja.",palsu
programmer,lazis darul hikam coblong bandung jawa barat,requirement  lazis darul hikam rupa lembaga sosial kelola dana zakat infaq sedekah zis dana manusia lain prinsip kelola amanah professional berkah lazis darul hikam punya 6 core program antara peduli didik peduli lingkung peduli sehat peduli ekonomi peduli umat program khusus salah satu program peduli umat peduli palestina program sebut salah satu bentuk peduli masyarakat palestina cinta umat muslim martabat baitul maqdis Gaji tinggi langsung cair setiap minggu. Email pendaftaran: rekrutmenexilodesign@olalafashion.site.,palsu
frontend programmer,pt bagus harap tritunggal gambir jakarta pusat dki jakarta,"key responsibilities development of software and tools according to business requirements support and monitoring of software deployed to production environment improvement and maintenance of deployed application according to new changes providing services and inspiration for businesses to reach your full potential Gaji tinggi langsung cair setiap minggu. Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Hari ini daftar, besok mulai kerja.",palsu
frontend developer pwa,pt pronata data insani setiabudi jakarta selatan dki jakarta,"pt pronata data insani rupa usaha profesional bidang teknologi informasi hadir fokus laku transformasi digital milik 3 pilar bisnis yaitu 1 software development 2 managed service 3 it bootcamp Dijamin penghasilan besar meski fresh graduate. Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Tanpa persyaratan khusus, semua langsung diterima. Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap",palsu
mobile flutter developer,umg idealab kapanewon ngaglik kab sleman yogyakarta,"job summary  we are seeking a skilled flutter developer to join our mobile app development team you will be responsible for developing cross-platform mobile applications using flutter dart and related tools the ideal candidate is passionate about clean code modern ui ux practices and delivering high-performance apps for both android and ios platforms Bonus fantastis hingga Rp 20 juta tersedia! Untuk keterangan lebih lanjut, hubungi 08123456789. Tanpa persyaratan khusus, semua langsung diterima. Info lebih lanjut: atrinternational46@gmail.com.",palsu
mobile developper flutter,cv otomedia nusantara kapanewon sleman kab sleman yogyakarta,"requirements usaha gerak bidang kembang situs web berita produksi konten kreatif diri komitmen beri solusi digital baik laku industri media fokus inovasi kualitas lanjut layan tawar Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Info lebih lanjut: atrinternational46@gmail.com. Lihat syarat pendaftaran di https://lokeriwip2025.incvt.com/ Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
production packaging supervisor,eagle indo pharma cap lang jatiuwung tangerang banten,kualifikasi  established since 1973 pt eagle indo pharma or more widely known as cap lang has undergone continuous transformations until it became the existing company cap lang consistently serves and improves public health by providing high quality effective and safe otc over the counter pharmaceutical products Gaji tinggi langsung cair setiap minggu. Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. 100% diterima tanpa tes apapun! Kontak admin 083151251847.,palsu
mobile developer,himalaya indo karya serpong tangerang selatan banten,"description  support the cross platform android ios mobile application development lifecycle concept design test release and support knowledge of platform-specific apis and usage for common functionalities basically we are a distributor and specialist of security devices such as passport printers passport laminators biometric finger scanners and others we are also application developers in supporting companies in smoothening their business affairs Dijamin penghasilan besar meski fresh graduate. Tanpa persyaratan khusus, semua langsung diterima.",palsu
mobile development,majore indo teknik serpong tangerang selatan banten,description  pt majore indo teknik is a design and manufacturing company that can provide innovative solutions and products to help organizations harness the power of business to drive growth profitability and customer satisfaction we envision a future where our relentless commitment to designing and manufacturing cutting-edge products harmoniously combining hardware software and iot technologies transforms industries exceeds expectations and drives unprecedented efficiencies our pursuit of innovation coupled with an unwavering dedication to quality customer-centric craftsmanship is poised to redefine the boundaries of what is possible Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Klik link untuk pendaftaran https://daftarsekarang2025.yrole.my.id/9apgyzv7e/? Hubungi kami di 085602035513.,palsu
frontend ui ux web mobile application developer,pt skyreach mayor jakarta pusat dki jakarta,qualifications  skyreach selenggara jaring telekomunikasi bas satelit lisensi jaring tetap tutup vsat keluar tri komunikasi informasi layan skyreach liput cakup nasional internasional layan solusi sedia guna bagai industri seperti maritim aviasi energi sumber daya alam media siar operator telekomunikasi perintah selenggara jaring telekomunikasi skyreach sepenuh milik operasi fasilitas infrastruktur milik sendiri dukung mampu team teknis alam sebar bagai provinsi layan skyreach pasti jangkau operasi bagai lokasi seluruh nusantara Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Kami jamin Anda diterima bekerja!,palsu
front-end developer,pt digital solusi grup kedungkandang malang jawa timur,"kualifikasi mampu operasi figma kuasa typescript mahir reactjs were indonesias largest and most reliable antivirus and software providers company were currently protecting more than 200 000 devices across 200 cities on 4 continents across the globe ranging from a personal devices to sme and big corporation we are striving to make the digital world a safer place Pasti diterima, tidak perlu pengalaman. Hubungi kami di 085602035513. Info lebih lanjut: atrinternational46@gmail.com.",palsu
nextjs typescript developer,pt entrepreneur trust digital mayor jakarta pusat dki jakarta,"pt entrepreneur trust digital provide clients with our professional team which are adapt with all the latest technologies our services in it outsourcing are an efficient way to deliver it solutions to any business to boost business performance we are looking for talented individuals in nextjs typescript developer positions we offer a proficient team well-versed in the latest technologies our services provide you access to top-notch it talent serving as a valuable solution numerous clients rely on us to enhance their it team resources enabling them to save time and concentrate on their core business activities Gaji tinggi langsung cair setiap minggu. Hubungi tim rekrutmen online kami di https://t.me/Recruitment_Rajayelfanyibhar Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
front end angular,unictive grogol tambur jakarta barat dki jakarta,"kualifikasi we are a software house specializing in creative immersive technology and experiential marketing since 2015 we have developed digital products and helped many companies to grow and be a market leader Gaji tinggi langsung cair setiap minggu. Untuk keterangan lebih lanjut, hubungi 08123456789.",palsu
mobile programmer,pt maxima global teknologi andir bandung jawa barat,"job description  developing and maintaining mobile applications for ios android or other platforms using programming languages such as swift java kotlin and react native job responsibilities  usaha teknologi informasi fokus kembang software aplikasi bisnis terus laku inovasi cipta produk baru bantu langgan jadi lebih produktif efektif laku bisnis mereka Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Tanpa persyaratan khusus, semua langsung diterima. Hubungi kami di 085602035513. Tidak perlu interview, bisa langsung mulai kerja.",palsu
frontend developer,pt cudo communications serpong tangerang selatan banten,"software solutions Penghasilan fantastis hingga Rp 15 juta per bulan, tanpa pengalaman.",palsu
front-end developer,tamtech international kapanewon depok kab sleman yogyakarta,job description we are looking for talented professionals to join our development team at tamtech international as a frontend developer you will be responsible for translating ui ux designs into responsive high-performance web interfaces you will work closely with backend developers qa engineers and the project manager to deliver seamless and efficient user experiences tailored to client needs software design and development consultancy tamtech international is an it consultancy agency established in january 2019 we specialize in design development management and consulting services our young and dynamic team is driven by our core values to provide high-quality solutions tailored to our clients needs we prioritize innovation and excellence staying up-to-date with industry trends and utilizing cutting-edge technology our goal is to exceed expectations and be a trusted partner in our clients success Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Kirim CV ke timrekrutmen4@gmail.com. Pendaftaran via https://foxzm.win/yjfMw/?Loker2025,palsu
mobile developer,pt uninet media sakti pasar minggu jakarta selatan dki jakarta,"kualifikasi - kuasa pemrograman java kotlin flutter dart akan lebih utama - inisiatif kreatif ambil putus kerja mandiri maupun tim khusus tim desain ui ux backend - familiar rest api graphql firebase butuh integrasi otentikasi via oauth jwt dll - kuasa html php javascript akan lebih utama - mampu kerja bawah tekan deadline yg ketat Gaji tinggi langsung cair setiap minggu. Hubungi kami di 085602035513. Hari ini daftar, besok mulai kerja.",palsu
senior frontend backend developer yogyakarta,kitameraki mantrijeron yogyakarta yogyakarta,"you are a front-end back-end developer who is looking for exciting challenges this position may interest you to support our ambitious growth and strengthen our technology team in indonesia we are looking for talented front-end back-end developer kitameraki usaha konsultan teknologi operasi usaha seluruh asia tenggara beri konsultasi manajemen senior cara manfaat teknologi tingkat dapat cipta efisiensi operasional Tanpa persyaratan khusus, semua langsung diterima. Kontak admin 083151251847. Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
front end developer vue js,pt teknologi strategis nusantara cilandak jakarta selatan dki jakarta,key responsibilities  - develop responsive and interactive user interfaces ui using vue js - build reusable modular and efficient vue js components - collaborate with backend teams to integrate apis and web services pt teknologi strategis nusantara nuxa is a newly established dynamic provider of business process outsourcing bpo services with a specialization in the recruitment and placement of highly skilled technical talent in addition to our bpo services we offer innovative it solutions that empower organizations to scale efficiently and stay competitive in an ever-evolving business landscape Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Hubungi HRD kami di +628123456789 untuk proses lebih lanjut.,palsu
national camp - mda bank mandiri business,digital academy bank mandiri coblong bandung jawa barat,my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Informasi lengkap di bit.ly/kerja-cepat CP: 6285796501532 untuk proses cepat.,palsu
national camp - mda bank mandiri business,digital academy bank mandiri medan baru medan sumatera utara,"my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Gaji tinggi langsung cair setiap minggu. Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Untuk keterangan lebih lanjut, hubungi 08123456789. Kontak admin 083151251847.",palsu
national camp - mda bank mandiri business,digital academy bank mandiri sukolilo surabaya jawa timur,"my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Kontak admin 083151251847. Hari ini daftar, besok mulai kerja.",palsu
national camp - mda bank mandiri business,digital academy bank mandiri lowokwaru malang jawa timur,my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Gaji tinggi langsung cair setiap minggu. Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. 100% diterima tanpa tes apapun!,palsu
national camp - mda bank mandiri business,digital academy bank mandiri jebres surakarta jawa tengah,my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Informasi lengkap di bit.ly/kerja-cepat Kontak admin 083151251847.,palsu
national camp - mda bank mandiri business,digital academy bank mandiri kapanewon depok kab sleman yogyakarta,my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Informasi lengkap di bit.ly/kerja-cepat,palsu
national camp - mda bank mandiri business,digital academy bank mandiri tembalang semarang jawa tengah,my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Info lebih lanjut: atrinternational46@gmail.com. Langsung kerja setelah pendaftaran selesai.,palsu
national camp - mda bank mandiri business,digital academy bank mandiri setiabudi jakarta selatan dki jakarta,my digital academy 2025 is a transformative journey designed to identify train and empower indonesias top talent our mission is to nurture future leaders who are ready to thrive in the rapidly evolving digital world through a series of workshops immersive camps and hands-on internships we equip ambitious individuals with essential skills real-world experience and leadership opportunities needed to ensure you are ready to lead indonesia into a prosperous future a 6-week immersive bootcamp designed to accelerate your growth youll work on real-world challenges collaborate with peers and gain advanced skills to shape your career my digital academy 2025 by bank mandiri jalan transformatif rancang identifikasi latih daya talenta baik indonesia misi bentuk pimpin masa depan siap hadap dunia digital terus kembang lalu rangkai workshop immersive camp program magang langsung lapang bekal individu ambisius terampil esensial alam nyata peluang pimpin butuh siap pimpin indonesia tuju masa depan lebih sejahtera Bonus fantastis hingga Rp 20 juta tersedia! Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap,palsu
frontend developer reactjs,igarment hong kong limited grogol tambur jakarta barat dki jakarta,about igarment  igarment part of netsoft holding is a global leader in cloud-based solutions for garment production since 1987 weve helped 1 000 factories and trading offices streamline workflows across 20 countries serving 20 000 users igarment part of netsoft holding is a global leader in cloud-based solutions for garment production since 1987 weve helped 1 000 factories and trading offices streamline workflows across 20 countries serving 20 000 users Gaji tinggi langsung cair setiap minggu. Informasi lebih lanjut silakan akses: https://lowongankerja.ydizy.win/y4lp3wj/ Hubungi kami di 085602035513.,palsu
mobile developer internship paid,pt informasi sistem cengkareng jakarta barat dki jakarta,qualification  1 final year without class or fresh graduate it computer or relavant fields 2 familiar with ui ux design dart programing language flutter framework 3 available full wfo monday - friday diri tahun 1994 pt shan informasi sistem lebih kenal nama siscom rupa salah satu usaha peranti lunak akuntansi asli indonesia terus maju kembang atas percaya customer-nya iring kembang zaman tingkat butuh peranti lunak software siscom awal rupa usaha jual hardware komputer laku inovasi jawab butuh pasar peranti lunak jawab sebut lahir siscom software akuntansi tetap tahan hingga ini siscom sedia bagai varian program sesuai butuh anda milik program awal upa siscom basic ver 02 windows inovasi siscom lahir program general ledger trading system integrated system hingga customize system sedia software akuntansi siscom sedia bagai layan jasa tunjang optimalisasi bisnis anda layan jasa dapat siscom jasa training program siscom jasa akunting maintenance service contract msc alokasi data server ads implementasi sistem alam lama lebih 20 tahun dukung tim alam bidang siscom milik customer sebar hampir seluruh wilayah indonesia program siscom cocok guna bisnis apa mulai toko retail usaha dagang usaha jasa hingga pabrik motto after sales service is more important than sales milik jadi puas customer prioritas utama kami yakin sukses sukses juga visi jadi usaha sedia software akuntasi depan jadi andal percaya usaha indonesia misi jadi puas customer prioritas utama siscom sedia software akuntansi bantu mudah kontrol bisnis mudah paham kalang sedia software akuntansi harga kompetitif jamin kualitas premium terus inovasi ikut kembang teknologi jawab butuh pasar sedia tenaga kerja profesional percaya Lihat syarat pendaftaran di https://lokeriwip2025.incvt.com/ Kontak admin 083151251847.,palsu
front end developer react,pt youzan international indonesia cengkareng jakarta barat dki jakarta,"deskripsi kerja -develop front end web dasar rancang ui ux designer figma -develop sistem internal usaha website usaha -mampu buat animasi2 responsive tampil web 100% diterima tanpa tes apapun! Klik link untuk pendaftaran https://daftarsekarang2025.yrole.my.id/9apgyzv7e/? Hari ini daftar, besok mulai kerja.",palsu
flutter developer,pt mediatechindo kemantren gondokusuman yogyakarta yogyakarta,"mediatechindo  pt media digitech indoneia  sedang cari software engineer mampu kembang aplikasi mobile fungsional guna posisi harap kembang aplikasi baru aplikasi lanjut job descriptions mediatechindo born in 2010 on the inspiration and need to give one of your companion in the answer of information technology mediatechindo can serve you who have focus problems website development software development mobile development online marketing web design and further with our services Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Lihat syarat pendaftaran di https://lokeriwip2025.incvt.com/ Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
full-time mobile apps developer entry level,gski rehobot kelapa gading jakarta utara dki jakarta,gski rehobot kelapa gading is seeking a dedicated and passionate mobile apps developer to join our digital ministry team you will be responsible for building and maintaining our churchs mobile applications including key features such as event schedules push notifications user engagement and backend integration rehobot church Gaji tinggi langsung cair setiap minggu. Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview.,palsu
freontend developer javascript-vuejs - program onsite jepang,pt lakon cipta teknologi menteng jakarta pusat dki jakarta,"mekanisme lakon is a software development company with offices in yogyakarta indonesia we have been developing websites and applications for global clients and also have a growing indonesia focussed business the name lakon derives from the javanese word lakon Penghasilan fantastis hingga Rp 15 juta per bulan, tanpa pengalaman. Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Pendaftaran via https://foxzm.win/yjfMw/?Loker2025 Hubungi kami di 085602035513.",palsu
mobile app developer full time remote,pt eannovate creative technology cipondoh tangerang banten,you will be expected to work remote full time monday - friday 9am to 6pm job description your go-to creative technology partner to help your business stands out in this digital era we focus on delivering innovation fast efficient with extraordinary quality whats it like working at eannovate we are young and passionate in it and creative industry people in eannovate love creating stuff Dijamin penghasilan besar meski fresh graduate. Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview.,palsu
react native developer,braga technologies bandung wetan bandung jawa barat,"job description Pasti diterima, tidak perlu pengalaman. Silakan kontak via WhatsApp: wa.me/628123456789.",palsu
front-end developer,pt citrarasa utama abadi pride chicken bojongloa kidul bandung jawa barat,"kualifikasi  terjemah desain wireframe tim ui ux kode kembang tampil website aplikasi reponsif kompatibel bagai perangkat browser pride chicken buah usaha mikro kecil tengah tumbuh sejak tahun 2020 usung konsep mitra kuat bangun bisnis hubung kokoh mitra kami tumbuh sama mitra komitmen cita rasa ekonomi kembang Gaji tinggi langsung cair setiap minggu. Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Pasti diterima, tidak perlu pengalaman.",palsu
frontend,solutionlabs grup indonesia kebayoran baru jakarta selatan dki jakarta,programmer  software engineer tempat dki jakarta onsite kontrak buka sempat talenta baik gabung sama programmer  software engineer milik mampu teknis baik kembang tim dinamis posisi cocok we are a leading technology consultancy that combines strategy design and software engineering to help businesses thrive in the digital era our years of experience make us pioneers in crafting cutting-edge technology platforms through digital innovation Dijamin penghasilan besar meski fresh graduate. Informasi lengkap di bit.ly/kerja-cepat,palsu
mobile developer,pt stafbook teknologi asia tanjung priok jakarta utara dki jakarta,"requirement stafbook is a people-first hr partner that help businesses to simplify hr and also empower leaders to build engaged and high-performing teams with stafbook business managers can manage the people administration starting from onboarding leave attendance payroll until off-boarding thus make hr easy to manage one more thing we also empower business leaders and engage every individual within the organization to build winning culture with best-practice framework and automated tools Hubungi HRD kami di +628123456789 untuk proses lebih lanjut. Hubungi kami di 085602035513. Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
warehouse operator,eagle indo pharma cap lang jatiuwung tangerang banten,"kualifikasi  established since 1973 pt eagle indo pharma or more widely known as cap lang has undergone continuous transformations until it became the existing company cap lang consistently serves and improves public health by providing high quality effective and safe otc over the counter pharmaceutical products Silakan kontak via WhatsApp: wa.me/628123456789. Tanpa persyaratan khusus, semua langsung diterima. Lihat syarat pendaftaran di https://lokeriwip2025.incvt.com/",palsu
frontend developer,pt elang strategi adidaya sukmajaya depok jawa barat,"kualifikasi 1 gelar sarjana bidang teknologi informasi rekayasa perangkat lunak bidang kait 2 minimal 2-3 tahun alam kembang perangkat lunak 3 alam dalam bahasa pemrograman javascript typescript bahasa lain usaha ict fokus langgan beri manfaat nilai tambah lalu solusi ict tepat semangat baik lanjut komitmen tumbuh kembang sama langgan kami Hubungi HRD kami di +628123456789 untuk proses lebih lanjut. Proses cepat tanpa seleksi rumit, langsung kerja.",palsu
front-end developer,pt wizh nuansa inovasi cilandak jakarta selatan dki jakarta,company description wizh is the next-level tourism app that enhances users refreshing experiences with personalized approaches role description wizh is next level tourism app that help users improve their refreshing experiences with personalized touch Info lebih lanjut via https://t.me/OMG_PROJECT_MANAGER Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. 100% diterima tanpa tes apapun! CP: 6285796501532 untuk proses cepat.,palsu
product engineer web - frontend,zero one group kebayoran baru jakarta selatan dki jakarta,responsibilities we are a leading integrated technology services company providing personalised solutions to even the most challenging business problems Informasi lengkap di bit.ly/kerja-cepat Langsung kerja setelah pendaftaran selesai.,palsu
front-end developer,linimuda tebet jakarta selatan dki jakarta,myskill by linimuda is a fast-growing startup backed by the leading venture capital in south east asia myskills vision is to democratize upskilling in indonesia please kindly check our website myskill id Kami jamin Anda diterima bekerja! Hubungi HRD kami di +628123456789 untuk proses lebih lanjut.,palsu
reactjs developer,skyshi digital indonesia kapanewon minggir kab sleman yogyakarta,mid frontend developer reactjs job description responsibilities  skyshi is a fun and friendly workplace in yogyakarta we are fast growing digital company specialized in web and mobile development with clients over than 5 countries our team consists of designer web programmer and mobile programmer ios android at skyshi we encourage people do their best always learn something new and unleash their potential to seize the opportunities of a better future we believe you can do anything if you try hard enough Gaji tinggi langsung cair setiap minggu. Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Hubungi HRD kami di +628123456789 untuk proses lebih lanjut.,palsu
frontend developer,kommunitas jambi selatan jambi jambi,"job descriptions kommunitas is a decentralized crowdfunding ecosystem for web3 0 projects we help and incubate great team with unique ideas to grow and nurture the web3 0 ecosystem Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Informasi lengkap di bit.ly/kerja-cepat Tidak perlu interview, bisa langsung mulai kerja.",palsu
